合约,交易日,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交金额,结算价,前结算价,品种
IF2402,2020-02-26,3428.52,3470.33,3410.74,3451.25,9850,119969,33793312.32,3436.96,3409.43,IF
IF2403,2020-02-26,3518.24,3561.69,3482.36,3501.21,2827,76876,10288139.0,3515.36,3447.51,IF
IH2401,2020-02-26,4803.01,4842.27,4731.52,4819.81,3600,104490,17355740.81,4813.25,4810.07,IH
IC2401,2020-02-27,2966.05,2992.92,2929.65,2937.29,1654,65057,5003788.17,2931.51,2920.86,IC
IC2402,2020-02-27,3672.28,3689.02,3638.72,3648.25,2136,94753,8111977.65,3639.22,3654.34,IC
IF2401,2020-02-27,3601.4,3625.14,3582.3,3593.52,8940,88556,33645100.24,3602.41,3556.67,IF
IF2402,2020-02-27,3379.77,3403.43,3317.11,3381.82,1220,78175,4087393.65,3385.73,3373.2,IF
IF2403,2020-02-27,3474.8,3520.13,3449.9,3470.92,2067,51852,7274458.65,3466.72,3456.95,IF
IH2401,2020-02-27,5073.76,5077.51,5007.88,5052.35,9855,56164,50091420.44,5059.07,5053.27,IH
IC2401,2020-02-28,2866.15,2895.58,2794.72,2874.78,3249,117181,8987349.45,2868.05,2908.34,IC
IC2402,2020-02-28,3612.56,3638.61,3594.65,3625.51,6108,160003,21325516.39,3615.75,3556.74,IC
IF2401,2020-02-28,3549.19,3552.23,3543.33,3545.51,7132,82546,26222408.98,3534.49,3567.48,IF
IF2402,2020-02-28,3397.41,3445.7,3357.37,3387.73,2816,193473,9463445.43,3372.37,3403.62,IF
IF2403,2020-02-28,3522.99,3537.91,3475.88,3529.15,3167,157936,11164957.23,3511.74,3522.77,IF
IH2401,2020-02-28,5037.85,5164.22,5004.51,5041.36,3735,85267,19222618.63,5039.52,5093.22,IH
IC2401,2020-03-02,2939.9,2957.1,2898.4,2909.82,5114,108036,15104925.54,2912.67,2855.26,IC
IC2402,2020-03-02,3631.2,3651.53,3618.12,3625.0,6739,99060,25353884.36,3618.69,3555.78,IC
IF2401,2020-03-02,3469.98,3484.61,3453.1,3477.37,4476,50748,16286365.19,3483.14,3428.02,IF
IF2402,2020-03-02,3377.43,3407.71,3322.27,3352.2,9478,62782,30851373.69,3365.54,3410.13,IF
IF2403,2020-03-02,3445.23,3481.89,3434.99,3456.18,5812,168150,21006635.6,3455.14,3462.37,IF
IH2401,2020-03-02,5004.95,5018.96,4973.94,5004.51,2295,71149,11485277.85,4981.67,4947.17,IH
IC2401,2020-03-03,2978.36,2984.78,2936.17,2962.58,6140,95366,18915711.51,2976.67,3018.56,IC
IC2402,2020-03-03,3561.73,3591.77,3480.19,3533.04,9590,144946,32687191.58,3530.82,3527.93,IC
IF2401,2020-03-03,3389.06,3422.5,3354.37,3362.34,2328,104880,7931047.75,3374.81,3406.21,IF
IF2402,2020-03-03,3412.99,3440.31,3358.39,3388.15,7442,105035,24069180.02,3376.52,3413.92,IF
IF2403,2020-03-03,3402.82,3465.06,3365.48,3421.45,8641,72882,28105514.18,3432.8,3402.49,IF
IH2401,2020-03-03,4988.41,5013.43,4922.06,4978.12,7428,185172,35774665.22,4974.92,4876.66,IH
IC2401,2020-03-04,2991.58,3032.01,2976.14,2994.0,4443,164394,13146836.64,3007.09,3008.81,IC
IC2402,2020-03-04,3486.37,3518.3,3442.87,3470.27,5413,151724,18220028.84,3455.23,3515.86,IC
IF2401,2020-03-04,3464.49,3477.88,3423.94,3474.58,4959,57972,17648306.72,3464.22,3517.53,IF
IF2402,2020-03-04,3294.69,3335.44,3268.71,3283.54,3240,68215,11095624.85,3274.94,3300.55,IF
IF2403,2020-03-04,3558.98,3631.51,3482.1,3554.19,3220,74792,11711642.28,3565.15,3510.9,IF
IH2401,2020-03-04,4988.13,4999.57,4964.69,4992.59,6432,168482,32468525.66,4984.74,5018.15,IH
IC2401,2020-03-05,2949.6,2980.45,2883.66,2963.76,8508,138232,24615327.98,2971.86,2982.74,IC
IC2402,2020-03-05,3472.13,3495.36,3444.28,3460.49,8946,156272,31417401.4,3475.91,3466.12,IC
IF2401,2020-03-05,3448.48,3493.11,3440.54,3453.96,5686,99526,20008332.76,3443.66,3449.1,IF
IF2402,2020-03-05,3259.69,3317.9,3238.5,3280.8,4628,183775,14721359.65,3292.03,3277.47,IF
IF2403,2020-03-05,3605.64,3640.5,3568.86,3613.8,5244,124363,18337278.47,3613.65,3611.49,IF
IH2401,2020-03-05,5063.84,5137.46,4993.59,5088.55,6940,181342,36325504.96,5063.88,5017.3,IH
IC2401,2020-03-06,3012.74,3030.08,2984.56,3004.38,6308,196625,19804218.44,2991.61,3011.88,IC
IC2402,2020-03-06,3341.25,3356.81,3315.91,3355.01,2873,196371,9244729.61,3348.83,3302.91,IC
IF2401,2020-03-06,3464.69,3481.44,3442.53,3479.77,3549,77611,11793402.26,3473.79,3542.07,IF
IF2402,2020-03-06,3273.95,3310.38,3240.51,3267.63,5175,190546,17229897.83,3252.34,3269.21,IF
IF2403,2020-03-06,3617.71,3628.58,3557.23,3617.42,8621,150272,29734563.02,3600.73,3556.81,IF
IH2401,2020-03-06,5227.98,5296.72,5122.34,5199.96,6714,71075,33178613.62,5203.71,5270.14,IH
IC2401,2020-03-09,3029.1,3056.42,2935.81,3015.77,3012,182071,9460017.9,3005.24,2968.18,IC
IC2402,2020-03-09,3418.55,3432.9,3352.05,3409.26,8544,191060,29447686.6,3401.86,3367.63,IC
IF2401,2020-03-09,3591.91,3606.39,3574.97,3578.69,7536,97069,26803630.5,3583.97,3632.16,IF
IF2402,2020-03-09,3222.57,3260.18,3187.93,3251.87,6716,148071,22573920.53,3254.29,3299.83,IF
IF2403,2020-03-09,3539.53,3570.45,3520.38,3527.34,5041,160111,18374655.54,3523.97,3517.53,IF
IH2401,2020-03-09,5310.51,5347.1,5272.07,5301.41,8197,158878,44044683.17,5315.17,5373.65,IH
IC2401,2020-03-10,3112.72,3119.06,3031.68,3118.14,4670,124255,14395148.26,3129.16,3105.46,IC
IC2402,2020-03-10,3277.42,3317.24,3254.01,3305.99,5381,163128,17473713.22,3307.96,3354.35,IC
IF2401,2020-03-10,3585.47,3648.56,3537.86,3567.68,8378,50781,28407825.43,3574.47,3638.34,IF
IF2402,2020-03-10,3194.85,3234.99,3159.47,3189.76,9133,66436,28392163.98,3181.6,3204.01,IF
IF2403,2020-03-10,3499.41,3531.15,3488.08,3504.87,6803,157201,22966531.5,3488.0,3495.45,IF
IH2401,2020-03-10,5267.85,5322.47,5261.27,5261.83,1991,153255,10166905.25,5256.67,5281.19,IH
IC2401,2020-03-11,3159.24,3245.01,3099.41,3210.09,3006,138313,9380370.76,3212.34,3189.54,IC
IC2402,2020-03-11,3256.9,3295.5,3204.01,3274.07,3072,89897,9829198.39,3273.16,3213.97,IC
IF2401,2020-03-11,3623.41,3663.03,3602.94,3608.16,7112,182764,25734954.86,3621.78,3685.27,IF
IF2402,2020-03-11,3235.21,3269.98,3193.64,3230.29,2929,192234,9855883.69,3229.61,3261.34,IF
IF2403,2020-03-11,3491.64,3503.0,3473.14,3486.86,1709,168180,5745592.5,3490.75,3489.0,IF
IH2401,2020-03-11,5247.41,5426.9,5221.83,5269.28,3286,178457,17061985.36,5267.16,5195.59,IH
IC2401,2020-03-12,3249.63,3264.28,3235.38,3239.94,8961,156025,29299543.27,3247.11,3258.32,IC
IC2402,2020-03-12,3311.42,3332.2,3291.46,3304.3,4904,123799,16894801.06,3320.59,3359.81,IC
IF2401,2020-03-12,3609.35,3609.95,3527.43,3576.6,6064,54395,22511209.42,3580.67,3569.2,IF
IF2402,2020-03-12,3269.25,3301.83,3253.45,3282.15,5000,92328,16448275.62,3292.62,3309.59,IF
IF2403,2020-03-12,3530.94,3542.22,3490.32,3518.57,4982,177531,17951596.02,3511.11,3492.6,IF
IH2401,2020-03-12,5164.39,5261.22,5088.65,5176.37,8081,131371,40047216.58,5167.76,5178.35,IH
IC2401,2020-03-13,3176.62,3189.78,3137.9,3174.02,8123,164345,26137755.54,3160.87,3197.9,IC
IC2402,2020-03-13,3460.32,3470.29,3401.01,3422.01,9590,198070,32064659.16,3415.41,3370.89,IC
IF2401,2020-03-13,3557.49,3563.91,3542.51,3546.76,8513,174109,28901569.76,3553.03,3559.79,IF
IF2402,2020-03-13,3220.65,3299.82,3218.14,3247.88,5823,193180,19360323.86,3255.37,3291.46,IF
IF2403,2020-03-13,3475.26,3500.26,3434.95,3462.61,2778,97948,9822374.6,3449.16,3470.68,IF
IH2401,2020-03-13,5286.62,5317.14,5224.78,5249.15,3890,155584,19465736.85,5274.24,5194.95,IH
IC2401,2020-03-16,3238.65,3281.51,3204.86,3216.87,7902,133548,25651875.54,3216.4,3235.84,IC
IC2402,2020-03-16,3482.02,3538.37,3389.98,3514.78,1321,126917,4688798.09,3502.43,3528.23,IC
IF2401,2020-03-16,3419.38,3483.2,3394.16,3441.38,9127,127742,30648106.01,3425.8,3433.63,IF
IF2402,2020-03-16,3288.2,3304.58,3251.93,3294.57,4376,72940,13946655.94,3286.31,3300.46,IF
IF2403,2020-03-16,3436.77,3536.66,3425.81,3431.07,5842,149152,19311653.46,3445.67,3438.43,IF
IH2401,2020-03-16,5317.16,5399.83,5309.27,5324.72,2537,180574,13288674.28,5328.56,5273.18,IH
IC2401,2020-03-17,3149.93,3210.78,3124.32,3186.21,8251,72681,27601700.22,3199.63,3213.02,IC
IC2402,2020-03-17,3597.13,3601.93,3578.93,3578.99,1356,74690,4616700.09,3578.88,3575.58,IC
IF2401,2020-03-17,3407.32,3439.3,3398.88,3413.49,8546,104712,28818308.09,3423.33,3456.74,IF
IF2402,2020-03-17,3400.94,3436.22,3372.39,3423.13,9838,86147,33026598.41,3436.34,3467.76,IF
IF2403,2020-03-17,3385.1,3411.88,3357.45,3390.34,5279,70889,18030582.66,3386.63,3430.97,IF
IH2401,2020-03-17,5261.47,5309.45,5254.19,5255.98,9694,145491,50697768.53,5237.04,5132.64,IH
IC2401,2020-03-18,3059.7,3135.45,3046.75,3093.06,4374,84587,14023314.14,3100.87,3078.88,IC
IC2402,2020-03-18,3548.46,3586.71,3497.18,3584.68,3696,75196,12952711.26,3601.96,3535.53,IC
IF2401,2020-03-18,3414.55,3439.57,3344.73,3404.11,7686,113705,26034616.95,3389.23,3436.84,IF
IF2402,2020-03-18,3407.0,3448.0,3352.98,3380.73,7877,71832,26981136.92,3371.83,3408.58,IF
IF2403,2020-03-18,3417.34,3462.29,3365.92,3402.89,3430,88206,12060907.52,3418.61,3469.54,IF
IH2401,2020-03-18,5101.87,5218.45,5077.76,5138.24,1297,162970,6569681.42,5161.02,5086.55,IH
IC2401,2020-03-19,3123.49,3181.16,3103.78,3135.42,2418,82148,7864175.13,3143.55,3148.4,IC
IC2402,2020-03-19,3646.74,3663.28,3633.62,3641.96,5621,98503,19798605.21,3658.62,3605.62,IC
IF2401,2020-03-19,3368.6,3452.04,3329.65,3358.65,5943,58284,19156171.38,3363.41,3304.29,IF
IF2402,2020-03-19,3469.65,3521.06,3453.82,3505.99,4583,101060,15992185.0,3505.23,3473.02,IF
IF2403,2020-03-19,3411.44,3464.98,3381.13,3442.77,1752,167760,6234971.71,3426.59,3360.64,IF
IH2401,2020-03-19,5167.91,5279.5,5164.27,5221.5,7530,149110,40108199.2,5235.98,5233.54,IH
IC2401,2020-03-20,3060.5,3095.47,2994.19,3043.15,4348,103570,12946285.89,3043.16,3084.63,IC
IC2402,2020-03-20,3618.39,3674.62,3587.25,3636.44,9604,78490,33609053.63,3634.17,3592.77,IC
IF2401,2020-03-20,3379.34,3430.64,3361.34,3407.39,3615,179548,12486047.21,3419.98,3354.29,IF
IF2402,2020-03-20,3531.89,3540.21,3524.69,3526.65,1230,51284,4419701.84,3544.23,3586.61,IF
IF2403,2020-03-20,3423.82,3480.75,3346.58,3457.63,9723,140096,33525944.47,3463.19,3422.2,IF
IH2401,2020-03-20,5257.71,5297.82,5200.48,5224.91,8755,182265,46695958.81,5223.5,5147.11,IH
IC2401,2020-03-23,3023.73,3036.13,2992.93,3035.49,5746,140268,17606521.68,3021.07,3034.59,IC
IC2402,2020-03-23,3646.59,3669.19,3591.99,3640.57,7751,119356,27060905.46,3628.28,3611.64,IC
IF2401,2020-03-23,3341.78,3344.97,3326.69,3334.08,6721,128891,21893679.48,3333.49,3328.4,IF
IF2402,2020-03-23,3621.01,3645.21,3594.83,3608.12,8382,79217,30384666.35,3596.44,3571.58,IF
IF2403,2020-03-23,3454.03,3462.03,3412.47,3435.74,1894,147692,6679331.15,3439.22,3501.99,IF
IH2401,2020-03-23,5319.31,5331.76,5277.67,5319.57,6829,116708,35660420.41,5299.11,5390.68,IH
IC2401,2020-03-24,3081.75,3086.5,3057.4,3063.28,7490,121726,21971485.11,3069.47,3063.99,IC
IC2402,2020-03-24,3754.37,3879.92,3706.8,3773.55,2503,165792,9179444.65,3756.54,3770.68,IC
IF2401,2020-03-24,3286.51,3303.86,3248.02,3274.62,1085,91983,3608769.63,3271.04,3279.51,IF
IF2402,2020-03-24,3484.94,3543.49,3449.47,3494.99,8828,194700,31491317.38,3480.1,3482.16,IF
IF2403,2020-03-24,3394.24,3408.27,3359.61,3392.44,6693,134521,21937825.74,3380.31,3355.31,IF
IH2401,2020-03-24,5458.74,5552.03,5392.72,5498.69,1482,126901,7838095.22,5477.48,5382.42,IH
IC2401,2020-03-25,2935.79,2952.05,2913.32,2942.15,3467,138221,9970792.15,2953.49,2926.54,IC
IC2402,2020-03-25,3747.14,3793.77,3677.36,3761.93,9699,99670,38143688.02,3773.18,3841.68,IC
IF2401,2020-03-25,3182.01,3214.76,3178.91,3180.35,9249,55056,29073150.93,3174.54,3168.42,IF
IF2402,2020-03-25,3484.98,3572.95,3413.17,3488.11,7438,55351,27081710.28,3480.22,3496.72,IF
IF2403,2020-03-25,3431.33,3472.75,3392.31,3447.25,2820,77331,9861716.57,3453.4,3385.31,IF
IH2401,2020-03-25,5568.52,5624.34,5540.09,5570.57,8566,76920,48719658.81,5564.88,5555.48,IH
IC2401,2020-03-26,2922.65,2944.25,2890.19,2897.95,7762,94540,23156453.81,2902.67,2960.67,IC
IC2402,2020-03-26,3629.41,3646.07,3559.58,3642.27,8636,171803,32903965.66,3656.51,3699.11,IC
IF2401,2020-03-26,3190.53,3225.38,3161.47,3167.35,4335,52851,14216533.53,3168.89,3203.82,IF
IF2402,2020-03-26,3625.73,3683.22,3600.06,3628.98,6879,145617,25210876.28,3633.79,3567.58,IF
IF2403,2020-03-26,3546.55,3585.18,3529.86,3562.42,8305,57918,30399418.38,3546.5,3613.21,IF
IH2401,2020-03-26,5605.51,5680.53,5537.54,5559.22,3323,54443,17580703.7,5561.14,5668.1,IH
IC2401,2020-03-27,2940.41,3009.11,2937.03,2963.98,2078,109750,6411667.03,2961.15,3018.34,IC
IC2402,2020-03-27,3520.81,3537.33,3451.16,3488.21,9090,134764,31238614.77,3500.24,3535.64,IC
IF2401,2020-03-27,3175.09,3202.27,3146.3,3148.55,1644,181412,5001837.13,3134.74,3073.83,IF
IF2402,2020-03-27,3626.4,3633.16,3554.29,3603.12,2087,57070,7736350.48,3599.94,3572.63,IF
IF2403,2020-03-27,3503.73,3565.27,3472.72,3498.93,8498,147142,30614757.42,3506.63,3461.27,IF
IH2401,2020-03-27,5271.74,5381.55,5189.82,5270.78,1232,178536,6796644.07,5296.57,5195.39,IH
IC2401,2020-03-30,2987.97,3057.06,2984.86,2984.93,7028,117657,21539015.89,2996.38,2960.69,IC
IC2402,2020-03-30,3664.68,3676.98,3610.93,3646.86,3067,171171,11620191.53,3645.17,3645.79,IC
IF2401,2020-03-30,3304.77,3316.72,3170.92,3268.05,4309,117782,14037519.36,3255.34,3209.3,IF
IF2402,2020-03-30,3580.01,3582.2,3546.51,3560.78,9401,167445,32573860.68,3557.44,3564.03,IF
IF2403,2020-03-30,3513.88,3529.17,3482.73,3488.43,1888,151744,6587750.79,3486.65,3538.93,IF
IH2401,2020-03-30,5225.54,5366.71,5216.21,5234.79,4694,56101,24834278.63,5239.32,5157.22,IH
IC2401,2020-03-31,2919.23,2940.2,2899.96,2919.75,6221,64029,18835689.58,2916.93,2954.99,IC
IC2402,2020-03-31,3501.82,3552.88,3487.55,3514.21,6244,94660,21445248.31,3527.03,3463.99,IC
IF2401,2020-03-31,3299.0,3351.11,3285.39,3309.24,4496,133748,15339203.89,3320.68,3361.64,IF
IF2402,2020-03-31,3493.76,3566.91,3440.15,3495.15,2437,77773,8281535.19,3492.2,3514.09,IF
IF2403,2020-03-31,3513.83,3533.04,3447.15,3496.78,7438,156418,26741847.94,3495.8,3426.38,IF
IH2401,2020-03-31,5377.21,5423.89,5345.37,5360.48,6628,115217,34812413.62,5352.52,5263.22,IH
IC2401,2020-04-01,3009.19,3013.34,2980.71,2998.29,9482,142604,29728680.33,2992.77,3032.7,IC
IC2402,2020-04-01,3441.2,3486.32,3440.52,3456.24,1939,84585,6618054.25,3470.66,3414.65,IC
IF2401,2020-04-01,3415.04,3451.43,3397.17,3422.26,3763,108762,12786503.8,3406.52,3391.25,IF
IF2402,2020-04-01,3519.01,3536.93,3490.89,3515.53,8193,188223,29612420.78,3507.03,3556.5,IF
IF2403,2020-04-01,3532.08,3537.12,3495.21,3511.42,2549,132006,8839912.1,3522.98,3591.0,IF
IH2401,2020-04-01,5269.41,5356.09,5251.59,5304.59,9303,151594,47916950.03,5328.22,5372.29,IH
IC2401,2020-04-02,2933.43,2970.41,2927.46,2946.88,4541,69183,13275805.44,2934.43,2883.16,IC
IC2402,2020-04-02,3419.64,3467.85,3406.41,3429.54,5383,60201,19214805.49,3434.77,3370.19,IC
IF2401,2020-04-02,3501.69,3588.2,3467.71,3544.91,2951,131660,10201034.09,3535.59,3470.99,IF
IF2402,2020-04-02,3706.5,3763.9,3635.98,3695.47,5543,167935,19622720.83,3707.84,3745.24,IF
IF2403,2020-04-02,3340.09,3390.97,3305.49,3349.05,5851,108994,20232753.77,3362.67,3397.35,IF
IH2401,2020-04-02,5335.77,5482.59,5272.31,5308.83,3694,86231,19117731.42,5321.19,5383.18,IH
IC2401,2020-04-03,2987.72,3011.31,2983.76,3009.45,3548,199529,10382975.65,3024.45,3084.11,IC
IC2402,2020-04-03,3436.32,3463.19,3364.7,3440.06,1825,91691,6142458.96,3453.7,3450.48,IC
IF2401,2020-04-03,3687.86,3710.32,3656.3,3683.39,4959,163031,18518676.51,3670.72,3639.73,IF
IF2402,2020-04-03,3730.36,3818.48,3712.98,3726.21,5285,163715,19736501.26,3743.58,3809.99,IF
IF2403,2020-04-03,3322.23,3381.23,3295.97,3336.21,4881,63445,16580947.4,3330.27,3329.64,IF
IH2401,2020-04-03,5381.67,5440.42,5337.39,5410.41,1658,70746,9400194.72,5399.38,5386.7,IH
IC2401,2020-04-06,2980.44,3032.8,2948.4,3003.44,2290,186403,6949629.02,2990.28,3044.86,IC
IC2402,2020-04-06,3414.42,3457.53,3398.5,3407.72,7745,117428,25758742.27,3404.54,3469.89,IC
IF2401,2020-04-06,3505.4,3516.6,3476.03,3515.96,7699,58886,26362212.45,3524.89,3589.58,IF
IF2402,2020-04-06,3780.63,3869.43,3753.73,3754.89,2029,188325,7997917.15,3759.82,3691.51,IF
IF2403,2020-04-06,3246.2,3296.99,3219.68,3259.42,3720,174150,12106988.24,3251.92,3190.14,IF
IH2401,2020-04-06,5197.4,5325.59,5133.91,5215.55,9019,135110,48301007.2,5189.77,5224.91,IH
IC2401,2020-04-07,3081.7,3097.8,3068.22,3078.58,2951,156351,9363237.61,3086.36,3095.9,IC
IC2402,2020-04-07,3406.14,3443.75,3349.21,3407.13,6478,97667,22834169.68,3419.64,3431.47,IC
IF2401,2020-04-07,3493.98,3523.6,3460.99,3483.16,3518,173241,12235825.46,3486.65,3526.05,IF
IF2402,2020-04-07,3811.67,3846.62,3748.53,3800.26,6937,117846,27082802.08,3807.03,3798.0,IF
IF2403,2020-04-07,3169.17,3240.44,3087.61,3188.89,4950,155157,15612613.43,3193.13,3218.45,IF
IH2401,2020-04-07,5070.18,5197.21,5043.54,5120.75,6531,114029,32917068.7,5118.31,5200.52,IH
IC2401,2020-04-08,3064.21,3074.07,3043.44,3060.44,9235,96243,28191782.57,3052.87,3111.33,IC
IC2402,2020-04-08,3378.45,3392.95,3349.32,3381.02,6067,106370,20701259.06,3389.1,3416.94,IC
IF2401,2020-04-08,3503.22,3519.81,3486.43,3516.14,1530,93468,5334704.71,3501.88,3474.97,IF
IF2402,2020-04-08,3742.62,3803.39,3726.3,3754.92,7297,61962,27199661.12,3760.91,3785.86,IF
IF2403,2020-04-08,3281.79,3284.67,3213.24,3262.65,5607,145148,17383483.92,3271.36,3212.34,IF
IH2401,2020-04-08,4904.75,4929.63,4864.43,4924.97,5887,153985,28914443.98,4909.79,4846.56,IH
IC2401,2020-04-09,2924.77,2952.02,2918.71,2935.93,6890,195756,21160692.04,2948.68,2920.13,IC
IC2402,2020-04-09,3391.52,3424.25,3366.22,3400.81,4044,157853,13731849.88,3403.86,3408.16,IC
IF2401,2020-04-09,3554.11,3573.87,3510.3,3523.89,7492,54589,26221083.56,3528.41,3491.19,IF
IF2402,2020-04-09,3684.88,3691.7,3629.59,3668.57,2193,112577,7724970.35,3674.34,3703.7,IF
IF2403,2020-04-09,3274.48,3295.25,3271.43,3284.11,1305,193285,4262252.61,3280.11,3260.49,IF
IH2401,2020-04-09,4940.88,4956.38,4868.32,4935.72,9527,109746,45877128.5,4936.51,4848.58,IH
IC2401,2020-04-10,2916.73,2998.83,2913.71,2913.83,9966,57307,27637492.56,2899.94,2884.71,IC
IC2402,2020-04-10,3405.6,3408.59,3353.78,3383.41,8506,110852,30106429.49,3368.31,3315.44,IC
IF2401,2020-04-10,3470.8,3481.17,3373.75,3440.09,6747,72597,23302078.35,3425.68,3365.54,IF
IF2402,2020-04-10,3620.75,3670.41,3609.12,3631.31,4472,198797,15653798.53,3613.34,3626.72,IF
IF2403,2020-04-10,3286.42,3380.44,3270.41,3323.98,3877,134511,13167062.6,3333.93,3374.5,IF
IH2401,2020-04-10,4815.2,4855.52,4743.23,4803.73,6124,98303,28413217.57,4779.94,4860.5,IH
IC2401,2020-04-13,2879.3,2888.36,2873.95,2884.85,7226,159989,20350357.56,2884.51,2834.44,IC
IC2402,2020-04-13,3275.98,3369.39,3273.38,3299.82,1673,67187,5533209.95,3292.75,3331.28,IC
IF2401,2020-04-13,3396.74,3439.16,3331.18,3414.22,3942,58071,13289916.71,3405.23,3421.92,IF
IF2402,2020-04-13,3571.42,3598.84,3519.28,3573.06,6479,138563,21993821.17,3590.28,3566.76,IF
IF2403,2020-04-13,3218.14,3241.08,3207.7,3221.64,4209,172618,13941135.32,3232.22,3239.7,IF
IH2401,2020-04-13,4859.32,4922.97,4765.14,4853.61,8761,184784,41543760.14,4852.08,4845.04,IH
IC2401,2020-04-14,2824.42,2842.44,2821.16,2842.32,5859,181672,15938094.92,2832.62,2801.17,IC
IC2402,2020-04-14,3410.75,3454.17,3390.27,3401.04,3328,164170,10764455.81,3410.72,3475.51,IC
IF2401,2020-04-14,3424.22,3458.32,3406.75,3422.96,8798,174261,31001416.08,3418.37,3429.72,IF
IF2402,2020-04-14,3490.22,3508.85,3487.15,3494.51,9905,119649,34247928.42,3496.16,3477.91,IF
IF2403,2020-04-14,3251.32,3261.35,3189.32,3202.91,6048,99214,18804955.66,3204.26,3261.47,IF
IH2401,2020-04-14,4732.49,4871.22,4707.83,4737.95,6517,100935,32356391.98,4745.94,4758.05,IH
IC2401,2020-04-15,2761.33,2789.83,2754.43,2771.18,5305,82109,14835502.53,2784.57,2761.3,IC
IC2402,2020-04-15,3338.82,3422.59,3326.79,3358.87,1363,87844,4352665.96,3363.16,3336.85,IC
IF2401,2020-04-15,3324.15,3378.68,3293.62,3320.83,3358,59870,11162889.26,3318.65,3330.64,IF
IF2402,2020-04-15,3556.5,3567.34,3491.78,3536.58,8708,153466,30253640.35,3542.5,3591.29,IF
IF2403,2020-04-15,3064.47,3079.61,3052.32,3063.25,5656,98966,18035166.94,3067.02,3120.62,IF
IH2401,2020-04-15,4676.35,4775.15,4568.92,4659.47,3343,61678,14821505.64,4644.09,4690.65,IH
IC2401,2020-04-16,2733.25,2746.97,2664.02,2735.74,4278,97127,11607526.06,2740.4,2718.96,IC
IC2402,2020-04-16,3489.0,3523.69,3465.13,3482.47,1064,73599,3766756.29,3495.75,3535.39,IC
IF2401,2020-04-16,3317.58,3351.83,3304.43,3305.73,5301,86624,17843616.44,3322.05,3334.22,IF
IF2402,2020-04-16,3631.97,3645.0,3586.11,3612.41,8851,164976,32765545.75,3616.5,3567.27,IF
IF2403,2020-04-16,3163.13,3168.27,3127.48,3134.42,2806,85375,8625823.39,3122.72,3085.16,IF
IH2401,2020-04-16,4562.65,4661.67,4498.87,4566.85,5884,150996,26690718.34,4548.69,4466.21,IH
IC2401,2020-04-17,2660.05,2705.68,2619.49,2668.99,8194,67314,22286104.17,2676.44,2663.43,IC
IC2402,2020-04-17,3470.01,3512.42,3434.85,3489.45,4750,58100,16842757.1,3496.53,3509.2,IC
IF2401,2020-04-17,3345.68,3407.3,3332.66,3365.32,8968,140755,28770140.01,3355.29,3322.85,IF
IF2402,2020-04-17,3675.51,3696.15,3637.34,3678.28,7531,169146,27301332.0,3674.33,3731.29,IF
IF2403,2020-04-17,3253.19,3284.3,3199.87,3258.31,9925,126118,32486002.05,3247.56,3303.23,IF
IH2401,2020-04-17,4464.95,4486.81,4366.01,4431.46,1197,54013,5114996.91,4447.75,4373.87,IH
IC2401,2020-04-20,2638.63,2655.6,2636.85,2648.35,8885,139447,23059042.07,2661.26,2700.51,IC
IC2402,2020-04-20,3521.9,3545.01,3510.66,3529.66,4485,158718,16422818.82,3538.41,3577.52,IC
IF2401,2020-04-20,3288.14,3315.66,3271.99,3300.08,9932,177207,31588695.6,3287.05,3256.49,IF
IF2402,2020-04-20,3653.68,3685.84,3583.62,3657.82,7860,179520,28106706.95,3641.05,3664.82,IF
IF2403,2020-04-20,3235.5,3270.09,3209.53,3253.32,8913,61827,27943394.5,3264.14,3279.64,IF
IH2401,2020-04-20,4558.41,4661.43,4543.45,4590.89,9213,92999,41028796.49,4595.31,4507.58,IH
IC2401,2020-04-21,2614.24,2653.77,2599.1,2602.27,1750,125740,4598138.49,2611.41,2569.93,IC
IC2402,2020-04-21,3471.56,3501.63,3456.82,3491.24,2549,108935,9177398.31,3480.33,3542.91,IC
IF2401,2020-04-21,3210.56,3263.93,3177.41,3227.9,9560,152899,30237923.25,3219.6,3198.21,IF
IF2402,2020-04-21,3570.66,3581.04,3491.13,3569.41,4966,61978,17535272.34,3580.92,3624.89,IF
IF2403,2020-04-21,3289.12,3322.17,3281.34,3305.86,3148,105732,10130461.5,3311.76,3327.85,IF
IH2401,2020-04-21,4553.55,4585.09,4480.37,4561.47,3914,147553,18662273.43,4565.62,4538.56,IH
IC2401,2020-04-22,2590.47,2605.92,2583.6,2587.05,4355,125683,11018534.28,2586.92,2628.06,IC
IC2402,2020-04-22,3384.21,3473.71,3356.51,3411.55,6884,65905,23154659.06,3413.54,3450.4,IC
IF2401,2020-04-22,3245.56,3267.2,3227.07,3250.19,6561,147439,22351433.11,3240.29,3296.14,IF
IF2402,2020-04-22,3494.76,3560.41,3457.71,3501.85,1914,127799,6781111.74,3485.87,3442.05,IF
IF2403,2020-04-22,3323.71,3334.03,3300.12,3312.43,7563,166654,24972509.72,3302.68,3308.97,IF
IH2401,2020-04-22,4592.9,4634.7,4562.18,4608.05,3148,181035,14732350.89,4623.14,4545.18,IH
IC2401,2020-04-23,2467.12,2512.93,2438.65,2484.82,3985,193324,9645886.21,2476.73,2481.68,IC
